mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_,sticker_num
60696-15,мод. WS100-UMB,043.0918.1510.016,2024-08-15T00:00:00Z,С-В/16-08-2023/271114044,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271114044,2023-08-16T00:00:00Z,1774871460667457539,
60696-15,мод. WS500-UMB,393.0620.0813.232,2024-08-14T00:00:00Z,С-В/15-08-2023/270833081,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-270833081,2023-08-15T00:00:00Z,1774871327902007298,
60696-15,мод. WS300-UMB,171.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112876,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112876,2023-08-15T00:00:00Z,1774871460548968451,
60696-15,мод. WS300-UMB,219.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112877,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112877,2023-08-15T00:00:00Z,1774871460548968452,
60696-15,мод. WS300-UMB,164.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112878,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112878,2023-08-15T00:00:00Z,1774871460548968453,
60696-15,мод. WS300-UMB,180.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112880,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112880,2023-08-15T00:00:00Z,1774871460548968454,
60696-15,мод. WS300-UMB,138.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112881,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112881,2023-08-15T00:00:00Z,1774871460548968457,
60696-15,мод. WS300-UMB,202.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112883,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112883,2023-08-15T00:00:00Z,1774871460548968458,
60696-15,мод. WS300-UMB,218.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112885,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112885,2023-08-15T00:00:00Z,1774871460550017025,
60696-15,мод. WS300-UMB,183.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112886,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112886,2023-08-15T00:00:00Z,1774871460550017027,
60696-15,мод. WS300-UMB,215.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112888,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112888,2023-08-15T00:00:00Z,1774871460550017031,
60696-15,мод. WS300-UMB,200.0918.0812.226,2024-08-14T00:00:00Z,С-В/15-08-2023/271112891,Пригодно,WS-UMB,Станции погодные автоматические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-271112891,2023-08-15T00:00:00Z,1774871460551065600,
