mi.mitnumber,mi.modification,mi.number,valid_date,result_docnum,result_text,mi.mitype,mi.mititle,verification_year,org_title,applicability,vri_id,verification_date,_version_
76239-19,СОКОЛ-М1,MSL2306001148,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825688,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825688,2023-07-14T00:00:00Z,1774950550159228929
76239-19,СОКОЛ-М1,MSL2306001152,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825690,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825690,2023-07-14T00:00:00Z,1774950550159228941
76239-19,СОКОЛ-М1,MSL2307001154,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825691,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825691,2023-07-14T00:00:00Z,1774950550160277514
76239-19,СОКОЛ-М1,MSL2307001142,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825693,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825693,2023-07-14T00:00:00Z,1774950550161326087
76239-19,СОКОЛ-М1,MSL2307001138,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825695,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825695,2023-07-14T00:00:00Z,1774950550162374658
76239-19,СОКОЛ-М1,MSL2307001149,2025-07-13T00:00:00Z,С-ВАМ/14-07-2023/261825696,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-261825696,2023-07-14T00:00:00Z,1774950550162374664
76239-19,СОКОЛ-М1,MSL2302001067,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632744,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632744,2023-07-04T00:00:00Z,1774950097859117056
76239-19,СОКОЛ-М1,MSL2303001093,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632745,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632745,2023-07-04T00:00:00Z,1774950097860165637
76239-19,СОКОЛ-М1,MSL2303001092,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632746,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632746,2023-07-04T00:00:00Z,1774950097860165643
76239-19,СОКОЛ-М1,MSL2303001069,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632747,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632747,2023-07-04T00:00:00Z,1774950097861214215
76239-19,СОКОЛ-М1,MSL2301001042,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632748,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632748,2023-07-04T00:00:00Z,1774950097862262784
76239-19,СОКОЛ-М1,MSL2303001066,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632749,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632749,2023-07-04T00:00:00Z,1774950097862262794
76239-19,СОКОЛ-М1,MSL2212001048,2025-07-03T00:00:00Z,С-ВАМ/04-07-2023/258632750,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632750,2023-07-04T00:00:00Z,1774950097863311364
76239-19,СОКОЛ-М1,MSL2007000437,2025-06-29T00:00:00Z,С-ДИЭ/30-06-2023/257984934,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ООО ""ИНЭКС СЕРТ""",True,1-257984934,2023-06-30T00:00:00Z,1774949865569124362
76239-19,СОКОЛ-М1,MSL2007000433,2025-06-29T00:00:00Z,С-ДИЭ/30-06-2023/257984935,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ООО ""ИНЭКС СЕРТ""",True,1-257984935,2023-06-30T00:00:00Z,1774949865570172929
76239-19,СОКОЛ-М1,MSL2303001088,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636782,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632214,2023-06-29T00:00:00Z,1774950097331683339
76239-19,СОКОЛ-М1,MSL2303001102,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636781,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632345,2023-06-29T00:00:00Z,1774950097397743628
76239-19,СОКОЛ-М1,MSL2302001040,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636780,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632414,2023-06-29T00:00:00Z,1774950097425006604
76239-19,СОКОЛ-М1,MSL2211000948,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636779,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632474,2023-06-29T00:00:00Z,1774950097454366727
76239-19,СОКОЛ-М1,MSL2303001099,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636778,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632533,2023-06-29T00:00:00Z,1774950097501552653
76239-19,СОКОЛ-М1,MSL2303001108,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636777,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632633,2023-06-29T00:00:00Z,1774950097587535879
76239-19,СОКОЛ-М1,MSL2303001074,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636776,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632666,2023-06-29T00:00:00Z,1774950097811931139
76239-19,СОКОЛ-М1,MSL2303001105,2025-06-28T00:00:00Z,С-ВАМ/29-06-2023/257636775,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-258632700,2023-06-29T00:00:00Z,1774950097821368327
76239-19,СОКОЛ-М1,MSL2110000616,2025-06-21T00:00:00Z,С-ВАМ/22-06-2023/256131566,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-257637139,2023-06-22T00:00:00Z,1774949117870473232
76239-19,СОКОЛ-М1,MSL0919000190,2025-06-21T00:00:00Z,С-ВАМ/22-06-2023/256131565,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-257637191,2023-06-22T00:00:00Z,1774949117980573697
76239-19,СОКОЛ-М1,MSL2011000453,2025-05-22T00:00:00Z,С-ВАМ/23-05-2023/248129910,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-248129910,2023-05-23T00:00:00Z,1774948371950206981
76239-19,СОКОЛ-М1,MSL2010000473,2025-05-22T00:00:00Z,С-ВАМ/23-05-2023/248129911,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-248129911,2023-05-23T00:00:00Z,1774948371997392902
76239-19,СОКОЛ-М1,MSL2010000518,2025-05-22T00:00:00Z,С-ВАМ/23-05-2023/248129912,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-248129912,2023-05-23T00:00:00Z,1774948371998441484
76239-19,СОКОЛ-М1,MSL2303000933,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108870,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108870,2023-05-18T00:00:00Z,1774948804642996227
76239-19,СОКОЛ-М1,MSL2303001058,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108872,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108872,2023-05-18T00:00:00Z,1774948804642996234
76239-19,СОКОЛ-М1,MSL2303001097,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108873,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108873,2023-05-18T00:00:00Z,1774948804644044803
76239-19,СОКОЛ-М1,MSL2303001096,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108874,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108874,2023-05-18T00:00:00Z,1774948804645093376
76239-19,СОКОЛ-М1,MSL2303001090,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108875,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108875,2023-05-18T00:00:00Z,1774948804645093381
76239-19,СОКОЛ-М1,MSL2303001098,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108877,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108877,2023-05-18T00:00:00Z,1774948804647190532
76239-19,СОКОЛ-М1,MSL2303001064,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108878,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108878,2023-05-18T00:00:00Z,1774948804648239105
76239-19,СОКОЛ-М1,MSL2303001110,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108880,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108880,2023-05-18T00:00:00Z,1774948804648239111
76239-19,СОКОЛ-М1,MSL2303001073,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108882,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108882,2023-05-18T00:00:00Z,1774948804649287681
76239-19,СОКОЛ-М1,MSL2303001065,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108883,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108883,2023-05-18T00:00:00Z,1774948804650336258
76239-19,СОКОЛ-М1,MSL2303001112,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108884,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108884,2023-05-18T00:00:00Z,1774948804650336262
76239-19,СОКОЛ-М1,MSL2303001111,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108885,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108885,2023-05-18T00:00:00Z,1774948804651384834
76239-19,СОКОЛ-М1,MSL2303001063,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108886,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108886,2023-05-18T00:00:00Z,1774948804651384837
76239-19,СОКОЛ-М1,MSL2303001103,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108888,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108888,2023-05-18T00:00:00Z,1774948804651384842
76239-19,СОКОЛ-М1,MSL2303001062,2025-05-17T00:00:00Z,С-ВАМ/18-05-2023/247108889,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-247108889,2023-05-18T00:00:00Z,1774948804651384846
76239-19,Нет модификации,MSL 2104000565,2025-04-24T00:00:00Z,С-ДЫВ/25-04-2023/242273353,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""ПРИВОЛЖСКОЕ УГМС""",True,1-242273353,2023-04-25T00:00:00Z,1774960160296402961
76239-19,СОКОЛ-М1,MSL2103000531,2025-04-17T00:00:00Z,С-ВАМ/18-04-2023/239670302,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-239670302,2023-04-18T00:00:00Z,1774959943528480778
76239-19,СОКОЛ-М1,MSL2012000494,2025-03-27T00:00:00Z,С-ВАМ/28-03-2023/233957410,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-233957410,2023-03-28T00:00:00Z,1774959319577526282
76239-19,СОКОЛ-М1,MSL2010000462,2025-03-21T00:00:00Z,С-ВАМ/22-03-2023/232608947,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-232608947,2023-03-22T00:00:00Z,1774959200546324488
76239-19,Нет модификации,MSL 2101000471,2025-03-20T00:00:00Z,С-ДЫВ/21-03-2023/234160730,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""ПРИВОЛЖСКОЕ УГМС""",True,1-234160730,2023-03-21T00:00:00Z,1774959425602191366
76239-19,СОКОЛ-М1,MSL2211001057,2025-03-14T00:00:00Z,С-ВАМ/15-03-2023/230725079,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-230725079,2023-03-15T00:00:00Z,1774958417606082570
76239-19,СОКОЛ-М1,MSL2210000959,2025-03-14T00:00:00Z,С-ВАМ/15-03-2023/230725080,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-230725080,2023-03-15T00:00:00Z,1774958417606082571
76239-19,СОКОЛ-М1,MSL2212001086,2025-03-14T00:00:00Z,С-ВАМ/15-03-2023/230725081,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-230725081,2023-03-15T00:00:00Z,1774958417606082572
76239-19,СОКОЛ-М1,MSL2109000606,2025-03-14T00:00:00Z,С-ВАМ/15-03-2023/230653758,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-232575811,2023-03-15T00:00:00Z,1774959183581413382
76239-19,СОКОЛ-М1,MSL0620000409,2025-03-05T00:00:00Z,С-ВАМ/06-03-2023/227915858,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-227915858,2023-03-06T00:00:00Z,1774958157466959885
76239-19,СОКОЛ-М1,MSL2007000431,2025-02-16T00:00:00Z,С-ВАМ/17-02-2023/224462623,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-224462623,2023-02-17T00:00:00Z,1774951311760949249
76239-19,СОКОЛ-М1,MSL2007000431,2025-02-15T00:00:00Z,С-ВАМ/16-02-2023/224461711,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-224461711,2023-02-16T00:00:00Z,1774951311363538952
76239-19,СОКОЛ-М1,MSL2211000952,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594647,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594647,2023-02-15T00:00:00Z,1774950985517498376
76239-19,СОКОЛ-М1,MSL2211001006,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594650,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594650,2023-02-15T00:00:00Z,1774950985518546944
76239-19,СОКОЛ-М1,MSL2210001015,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594642,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594642,2023-02-15T00:00:00Z,1774950985718824964
76239-19,СОКОЛ-М1,MSL2210001017,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594643,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594643,2023-02-15T00:00:00Z,1774950985719873547
76239-19,СОКОЛ-М1,MSL2210000986,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594644,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594644,2023-02-15T00:00:00Z,1774950985720922114
76239-19,СОКОЛ-М1,MSL2301001049,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594646,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594646,2023-02-15T00:00:00Z,1774950985720922119
76239-19,СОКОЛ-М1,MSL2211001001,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594651,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594651,2023-02-15T00:00:00Z,1774950988386402310
76239-19,СОКОЛ-М1,MSL2211001022,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594653,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594653,2023-02-15T00:00:00Z,1774950988386402311
76239-19,СОКОЛ-М1,MSL2211001026,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594654,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594654,2023-02-15T00:00:00Z,1774950988387450880
76239-19,СОКОЛ-М1,MSL2211001002,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594656,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594656,2023-02-15T00:00:00Z,1774950988387450884
76239-19,СОКОЛ-М1,MSL2211001024,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594658,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594658,2023-02-15T00:00:00Z,1774950988387450885
76239-19,СОКОЛ-М1,MSL2212000987,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594660,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594660,2023-02-15T00:00:00Z,1774950988387450888
76239-19,СОКОЛ-М1,MSL2212001052,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594662,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594662,2023-02-15T00:00:00Z,1774950988387450889
76239-19,СОКОЛ-М1,MSL2212001084,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594664,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594664,2023-02-15T00:00:00Z,1774950988388499456
76239-19,СОКОЛ-М1,MSL2212001078,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594665,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594665,2023-02-15T00:00:00Z,1774950988396888065
76239-19,СОКОЛ-М1,MSL2212001053,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594666,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594666,2023-02-15T00:00:00Z,1774950988396888069
76239-19,СОКОЛ-М1,MSL2212001038,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594667,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594667,2023-02-15T00:00:00Z,1774950988397936641
76239-19,СОКОЛ-М1,MSL2212001041,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594668,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594668,2023-02-15T00:00:00Z,1774950988397936642
76239-19,СОКОЛ-М1,MSL2212001087,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594669,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594669,2023-02-15T00:00:00Z,1774950988397936645
76239-19,СОКОЛ-М1,MSL2212001047,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594670,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594670,2023-02-15T00:00:00Z,1774950988397936647
76239-19,СОКОЛ-М1,MSL2212001055,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594671,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594671,2023-02-15T00:00:00Z,1774950988397936651
76239-19,СОКОЛ-М1,MSL2212001083,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594672,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594672,2023-02-15T00:00:00Z,1774950988397936652
76239-19,СОКОЛ-М1,MSL2212001045,2025-02-14T00:00:00Z,С-ВАМ/15-02-2023/223594674,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-223594674,2023-02-15T00:00:00Z,1774950988398985216
76239-19,Нет модификации,MSL0620000413,2025-02-05T00:00:00Z,С-В/06-02-2023/222025309,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГУП ""ВНИИМ ИМ. Д.И.МЕНДЕЛЕЕВА""",True,1-222025309,2023-02-06T00:00:00Z,1774950558931615745
76239-19,СОКОЛ-М1,MSL2211000965,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216285482,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216285482,2023-01-12T00:00:00Z,1774948898245181445
76239-19,СОКОЛ-М1,MSL2210001027,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216286869,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216286869,2023-01-12T00:00:00Z,1774948899027419147
76239-19,СОКОЛ-М1,MSL2210000962,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216286871,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216286871,2023-01-12T00:00:00Z,1774948899028467714
76239-19,СОКОЛ-М1,MSL2210000977,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216286872,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216286872,2023-01-12T00:00:00Z,1774948899029516290
76239-19,СОКОЛ-М1,MSL2209000960,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216286874,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216286874,2023-01-12T00:00:00Z,1774948899029516294
76239-19,СОКОЛ-М1,MSL2209000937,2025-01-11T00:00:00Z,С-ВАМ/12-01-2023/216286876,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2023,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-216286876,2023-01-12T00:00:00Z,1774948899029516296
76239-19,СОКОЛ-М1,MSL2007000440,2024-12-28T00:00:00Z,С-МА/29-12-2022/212632825,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФБУ ""РОСТЕСТ-МОСКВА""",True,1-212632825,2022-12-29T00:00:00Z,1774948032187465737
76239-19,СОКОЛ-М1,MSL2211001030,2024-12-25T00:00:00Z,С-ВАМ/26-12-2022/211143550,Пригодно,СОКОЛ-М1,Станции автоматические метеорологические,2022,"ФГБУ ""УГМС РЕСПУБЛИКИ ТАТАРСТАН""",True,1-211143550,2022-12-26T00:00:00Z,1774961943034986513
